        5084            10
 9.500000E+00    1.000000E+00    1.000000E+00    1.000000E+00    7.532484E+01    1.000000E+00    3.000000E+00    9.250000E+00    2.978165E+02    3.668066E+02
 9.500000E+00    1.000000E+00    1.000000E+00    1.000000E+00    7.532484E+01    1.000000E+00    3.000000E+00    9.000000E+00    2.981809E+02    3.663314E+02
 9.500000E+00    1.000000E+00    1.000000E+00    1.000000E+00    7.532484E+01    1.000000E+00    3.000000E+00    9.500000E+00    2.984119E+02    3.697514E+02
 9.400000E+00    1.000000E+00    1.000000E+00    1.000000E+00    7.532484E+01    1.000000E+00    3.000000E+00    1.000000E+01    2.991467E+02    3.636095E+02
 9.450000E+00    1.000000E+00    1.000000E+00    1.000000E+00    7.532484E+01    1.000000E+00    3.000000E+00    9.750000E+00    2.992883E+02    3.670361E+02
 9.450000E+00    1.000000E+00    1.000000E+00    1.000000E+00    7.532484E+01    1.000000E+00    3.000000E+00    9.500000E+00    2.994632E+02    3.666344E+02
 9.450000E+00    1.000000E+00    1.000000E+00    1.000000E+00    7.532484E+01    1.000000E+00    2.000000E+00    9.750000E+00    2.994985E+02    3.662216E+02
 9.400000E+00    1.000000E+00    1.000000E+00    1.000000E+00    7.532484E+01    1.000000E+00    3.000000E+00    1.025000E+01    2.998069E+02    3.664038E+02
 9.450000E+00    1.000000E+00    1.000000E+00    1.000000E+00    7.532484E+01    1.000000E+00    2.000000E+00    1.000000E+01    2.998168E+02    3.682807E+02
 9.550000E+00    1.000000E+00    1.000000E+00    1.000000E+00    7.532484E+01    1.000000E+00    2.000000E+00    8.750000E+00    2.999723E+02    3.644818E+02
 9.500000E+00    1.000000E+00    1.000000E+00    1.000000E+00    7.532484E+01    1.000000E+00    1.000000E+00    9.250000E+00    2.999735E+02    3.641937E+02
 9.400000E+00    1.000000E+00    1.000000E+00    1.000000E+00    7.532484E+01    1.000000E+00    3.000000E+00    9.750000E+00    3.001245E+02    3.638410E+02
 9.400000E+00    1.000000E+00    1.000000E+00    1.000000E+00    7.532484E+01    1.000000E+00    2.000000E+00    1.025000E+01    3.001495E+02    3.660449E+02
 9.550000E+00    1.000000E+00    1.000000E+00    1.000000E+00    7.532484E+01    1.000000E+00    2.000000E+00    9.000000E+00    3.003339E+02    3.670476E+02
 9.500000E+00    1.000000E+00    1.000000E+00    1.000000E+00    7.532484E+01    1.000000E+00    3.000000E+00    8.750000E+00    3.003709E+02    3.679990E+02
 9.500000E+00    1.000000E+00    1.000000E+00    1.000000E+00    7.532484E+01    1.000000E+00    1.000000E+00    9.500000E+00    3.004314E+02    3.664968E+02
 9.450000E+00    1.000000E+00    1.000000E+00    1.000000E+00    7.532484E+01    1.000000E+00    2.000000E+00    9.500000E+00    3.004697E+02    3.660648E+02
 9.400000E+00    1.000000E+00    1.000000E+00    1.000000E+00    7.532484E+01    1.000000E+00    2.000000E+00    1.000000E+01    3.005894E+02    3.657347E+02
 9.450000E+00    1.000000E+00    1.000000E+00    1.000000E+00    7.532484E+01    1.000000E+00    3.000000E+00    1.000000E+01    3.008391E+02    3.712352E+02
